[2023-09-20 13:18:07.484] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x2a4f0e60
[2023-09-20 13:33:04.659] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.659] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.659] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.659] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.659] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.659] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.660] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.661] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.661] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.661] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.661] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.661] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.661] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.662] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.662] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.664] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.664] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.664] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.664] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.664] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.664] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.664] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.664] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.666] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.666] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.666] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.666] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.666] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.666] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.666] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.666] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.668] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.668] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.668] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.668] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.668] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.668] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.668] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.668] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.670] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.670] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.670] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.670] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.670] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.670] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.670] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.670] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.672] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.672] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.672] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.672] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.672] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.672] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.672] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.672] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.674] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.674] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.674] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.674] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.674] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.674] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.675] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.675] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.677] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.677] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.677] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.677] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.677] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.677] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.677] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.677] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.679] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.679] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.679] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.679] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.679] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.679] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.679] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.679] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.681] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.681] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.681] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.681] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.681] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.681] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.681] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.682] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.684] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.684] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.684] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.684] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.684] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.684] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.684] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.685] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.686] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.686] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.686] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.686] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.686] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.687] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.687] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.687] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.688] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.688] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.688] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.689] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.689] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.689] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.689] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.689] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.691] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.691] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.691] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.691] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.691] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.691] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.691] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.691] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.693] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.693] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.693] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.693] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.693] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.693] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.693] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.693] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.695] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.695] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.695] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.695] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.695] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.695] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.695] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.695] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.697] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.697] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.697] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.697] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.697] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.697] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.697] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.697] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.699] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.699] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.699] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.699] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.699] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.699] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.700] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.700] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.702] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.702] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.702] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.702] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.702] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.702] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.702] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.702] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.704] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.704] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.704] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.704] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.704] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.704] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.704] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.704] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400390
[2023-09-20 13:33:04.706] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.706] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.706] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.706] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
[2023-09-20 13:33:04.706] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.706] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400390
[2023-09-20 13:33:04.706] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400390
